"NOME_CATMETROPOL";"tipo";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024"
"Região Metropolitana de Londrina";"Total";18,0672268907563;11,9815668202765;15,0627615062762;17,3160173160173;15,3284671532847;16,6666666666667;16,8965517241379;14,7260273972603;14,1342756183746;11,0749185667752;13,0699088145897;17,9558011049724;14,3939393939394;11,7857142857143;18,266253869969;15,0170648464164;16,4179104477612;20,5761316872428;15,530303030303;32,258064516129;25,8196721311475;30,7692307692308;27,8260869565217;32,7272727272727;NA
"Região Metropolitana de Lages";"Total";5,19480519480519;4,8780487804878;2,22222222222222;13,7931034482759;9,45945945945946;7,36842105263158;8,33333333333333;4,08163265306122;9,78260869565217;10,2941176470588;10;16,9811320754717;9,30232558139535;11,3821138211382;12,5;16,6666666666667;13,3333333333333;12;20;16,1904761904762;18,6440677966102;15,3153153153153;14,7368421052632;14,8148148148148;NA
"Região Metropolitana de Jundiaí";"Total";6,18556701030928;12,8712871287129;18,5483870967742;18,7919463087248;23,1788079470199;17,7304964539007;14,0350877192982;25,5639097744361;21,875;13,9344262295082;17,3611111111111;22,2222222222222;17,2932330827068;12,1794871794872;19,8795180722892;23,9669421487603;20;25,974025974026;23,1404958677686;33,6065573770492;27,8260869565217;36,25;30,2013422818792;30,2158273381295;NA
"Região Metropolitana de João Pessoa";"Total";76,9633507853403;80,0947867298578;74,4939271255061;80,0925925925926;74,2857142857143;81,6666666666667;82,1917808219178;85,2678571428571;91,1196911196911;88,7272727272727;86,5573770491803;82,4;83,859649122807;83,3333333333333;80,7228915662651;87,6404494382023;88,8489208633094;95,5645161290323;95,3271028037383;88,4297520661157;89,4977168949772;87,6106194690265;82,0276497695853;82,9596412556054;NA
"Região Metropolitana de Joinville";"Total";4,69798657718121;1,49253731343284;5,10204081632653;2,53807106598985;4,19161676646707;5,52763819095477;7,3394495412844;3,68421052631579;4,43349753694581;11,5;14,6198830409357;11,734693877551;11,7073170731707;5,64971751412429;14,1078838174274;17,1052631578947;14,5454545454545;16,5413533834586;15,2317880794702;18,4210526315789;11,4649681528662;23,780487804878;14,0127388535032;13,3858267716535;NA
"Região Metropolitana de Jaraguá do Sul";"Total";4,22535211267606;2,46913580246914;2,4390243902439;2,40963855421687;9,9009900990099;4,65116279069767;8,10810810810811;5,26315789473684;3,6144578313253;8,79120879120879;6,12244897959184;7;7,21649484536082;8,23529411764706;9,45945945945946;9,33333333333333;13,7931034482759;12,5;14,5833333333333;18,1818181818182;12,5;6;8,47457627118644;23,728813559322;NA
"Região Metropolitana de Itabaiana";"Total";50;50;90;66,6666666666667;90,4761904761905;92,5925925925926;90,9090909090909;100;94,1176470588235;85;100;93,75;82,3529411764706;79,3103448275862;73,9130434782609;62,962962962963;60;92;80;82,3529411764706;85;91,304347826087;82,6086956521739;88,2352941176471;NA
"Região Metropolitana de Gurupi";"Total";60,4166666666667;59,4594594594595;64,8148148148148;72,9166666666667;65,5172413793103;70,5882352941177;72,8813559322034;72,2222222222222;71,9512195121951;69,2307692307692;72,0930232558139;78,6516853932584;82,051282051282;77,3809523809524;70,9677419354839;83,9080459770115;71,4285714285714;72,1649484536082;73,6111111111111;75,8064516129032;66,1538461538461;72,2772277227723;72,4137931034483;72,289156626506;NA
"Região Metropolitana de Guarabira";"Total";33,3333333333333;64,7058823529412;75;33,3333333333333;83,3333333333333;69,5652173913043;80;88;75;93,75;27,5;70,9677419354839;67,741935483871;82,5;60;57,5757575757576;70,5882352941177;92,1052631578947;86,6666666666667;92,3076923076923;82,9268292682927;83,7837837837838;79,4871794871795;91,6666666666667;NA
"Região Metropolitana de Goiânia";"Total";33,3333333333333;40,036231884058;39,6423248882265;35,5882352941176;43,4192672998643;53,2005689900427;55,6270096463022;57,7548005908419;59,612724757953;58,4487534626039;58,4816132858837;64,1407307171854;66,0079051383399;60,8695652173913;65,9604519774011;65,9863945578231;70,4809286898839;73,7918215613383;71,8992248062015;72,6190476190476;72,0616570327553;72,3747980613893;70,3125;70,2479338842975;NA
